#,UserID,DateTime,SessionID,ProblemID,StepID,Owner,DialogueAct,DialogueActConfidence,Spoke,StepAnswer,ClickStep,NicoMovement,Answered,Transcript
50,8_180817,8/18/2017 18:06,1,3,1,user,statement,50,1,1,none,,,1 to 60 is the ratio of time to distance to the beach
51,8_180817,8/18/2017 18:06,1,3,1,nico,,,,,,1,no answer,Ok I know I can drive sixty miles in one hour. Do we multiply sixty by two point five hours? Does that make sense?
52,8_180817,8/18/2017 18:07,1,3,1,user,statement,50,1,1,none,,,yes Neko we multiply 60 by 2.5
53,8_180817,8/18/2017 18:07,1,3,1,nico,,,,,,1,no answer,Awesome. So we multiply sixty by two point five. Then the answer is one hundred and fifty?
54,8_180817,8/18/2017 18:07,1,3,1,user,statement,50,1,1,none,,,correct
55,8_180817,8/18/2017 18:07,1,3,1,nico,,,,,,1,answering,"In two and a half hours, I can drive one hundred and fifty miles. I will put the answer is one hundred and fifty."
56,8_180817,8/18/2017 18:07,1,3,2,user,,50,0,33,step_1_2,,,
57,8_180817,8/18/2017 18:07,1,3,2,nico,,,,,,1,no answer,I'm really not sure what to do on STEP TWO OF THIS THIRD PROBLEM.
58,8_180817,8/18/2017 18:07,1,3,2,user,statement,50,1,33,none,,,so 2.5 to 150 is the ratio to the time and hours to the distance to the beach
59,8_180817,8/18/2017 18:07,1,3,2,nico,,,,,,1,no answer,Okay that sounds good.
60,8_180817,8/18/2017 18:08,1,3,2,user,statement,50,1,33,none,,,so what is 150 * to Nico
61,8_180817,8/18/2017 18:08,1,3,2,nico,,,,,,1,no answer,Okay that sounds good.
62,8_180817,8/18/2017 18:08,1,3,2,user,statement,50,1,33,none,,,what is 150 * 2
63,8_180817,8/18/2017 18:08,1,3,2,nico,,,,,,1,no answer,Okay that makes sense.
64,8_180817,8/18/2017 18:08,1,3,2,user,statement,50,1,33,none,,,what is 150 * 2 nickel
65,8_180817,8/18/2017 18:08,1,3,2,nico,,,,,,1,no answer,So I'm actually not sure what you mean.
66,8_180817,8/18/2017 18:08,1,3,2,user,statement,50,1,33,none,,,so 150 * 2 equals 300 so 2 and 1/2 * 2 equals what Niko
67,8_180817,8/18/2017 18:08,1,3,2,nico,,,,,,1,no answer,I guess three hundred is twice one hundred and fifty? So I've driven twice as long at this point. Do we then do twice of two point five?
68,8_180817,8/18/2017 18:09,1,3,2,user,statement,50,1,33,none,,,what is 2 x 2.5 nickel
69,8_180817,8/18/2017 18:09,1,3,2,nico,,,,,,1,no answer,Oh okay. So is the answer five?
70,8_180817,8/18/2017 18:09,1,3,2,user,statement,50,1,33,none,,,correct
71,8_180817,8/18/2017 18:09,1,3,2,nico,,,,,,1,answering,Great! So I will have been driving for five hours after three hundred miles. I will put the answer is five.
72,8_180817,8/18/2017 18:09,1,3,3,user,,50,0,49,step_2_3,,,
73,8_180817,8/18/2017 18:09,1,3,3,nico,,,,,,1,no answer,"So for STEP THREE OF THIS THIRD PROBLEM, I may be getting this but can you give me another hint?"
74,8_180817,8/18/2017 18:09,1,3,3,user,statement,50,1,49,none,,,what times 1 equals 70 go
75,8_180817,8/18/2017 18:09,1,3,3,nico,,,,,,1,no answer,Figuring out the solutions to these problems is challenging for me but you're really helpful.
76,8_180817,8/18/2017 18:09,1,3,3,user,statement,50,1,49,none,,,what is 7 / 1 meter
77,8_180817,8/18/2017 18:09,1,3,3,nico,,,,,,1,no answer,So on the table it will have been 7 hours of traveling. How do we use the seven to get the number of miles?
78,8_180817,8/18/2017 18:10,1,3,2,user,,50,0,49,step_3_2,,,
79,8_180817,8/18/2017 18:10,1,3,2,nico,,,,,,1,no answer,Didn't we already do step two for problem THREE?
80,8_180817,8/18/2017 18:10,1,3,3,user,,50,0,49,step_2_3,,,
81,8_180817,8/18/2017 18:10,1,3,3,nico,,,,,,1,no answer,"So for STEP THREE OF THIS THIRD PROBLEM, I may be getting this but can you give me another hint?"
82,8_180817,8/18/2017 18:10,1,3,3,user,statement,50,1,49,none,,,so one time 7 equals what Nico
83,8_180817,8/18/2017 18:10,1,3,3,nico,,,,,,1,no answer,So on the table it will have been 7 hours of traveling. How do we use the seven to get the number of miles?
84,8_180817,8/18/2017 18:10,1,3,3,user,statement,50,1,49,none,,,what is 60 * 7
85,8_180817,8/18/2017 18:10,1,3,3,nico,,,,,,1,no answer,Sixty times seven is four hundred and twenty. Is four hundred and twenty the answer?
86,8_180817,8/18/2017 18:10,1,3,3,user,statement,50,1,49,none,,,yes Neko
87,8_180817,8/18/2017 18:10,1,3,3,nico,,,,,,1,answering,I get it! After seven hours I will have driven four hundred and twenty miles. I will put the answer is four hundred and twenty the answer.
88,8_180817,8/18/2017 18:42,1,1,0,user,,50,0,1,hello nico start,,,HELLO FIRST TIME
89,8_180817,8/18/2017 18:42,1,1,0,nico,,,,,,1,no answer,Hi! My name is Nico. What is your name?
90,8_180817,8/18/2017 18:42,1,1,0,user,statement,50,1,1,none,,,my name is Jonathan
91,8_180817,8/18/2017 18:42,1,1,0,nico,,,,,,1,no answer,Nice to meet you Jonathan. Are you ready to get started?
92,8_180817,8/18/2017 18:42,1,1,0,user,statement,50,1,1,none,,,what is your favorite color Nico
93,8_180817,8/18/2017 18:42,1,1,0,nico,,,,,,1,no answer,Lets do it! It will be fun. Press the start teaching button and we can get started.
94,8_180817,8/18/2017 18:42,1,1,0,user,,50,0,1,problem start,,,problem start
95,8_180817,8/18/2017 18:42,1,1,0,nico,,,,,,1,no answer,"I really want to go swimming with my friends, but I need to put some waterproof paint on first. I need help figuring out how much paint to put on my legs and torso. Can you give me a hint for how to figure out the first part, STEP ONE?"
96,8_180817,8/18/2017 18:43,1,1,1,user,statement,50,1,1,none,,,what is your favorite color
97,8_180817,8/18/2017 18:43,1,1,1,nico,,,,,,1,no answer,Okay that sounds good.
98,8_180817,8/18/2017 18:43,1,1,1,user,statement,50,1,1,none,,,what is your favorite color
99,8_180817,8/18/2017 18:43,1,1,1,nico,,,,,,1,no answer,I'm sorry. I am trying. What do we do?
100,9_210817,8/21/2017 18:33,1,1,0,user,,50,0,1,hello nico start,,,HELLO FIRST TIME
101,9_210817,8/21/2017 18:33,1,1,0,nico,,,,,,1,no answer,Hi! My name is Nico. What is your name?
102,9_210817,8/21/2017 18:34,1,1,0,user,statement,50,1,1,none,,,my name is Emma
103,9_210817,8/21/2017 18:34,1,1,0,nico,,,,,,1,no answer,Nice to meet you Emma. Are you ready to get started?
104,9_210817,8/21/2017 18:34,1,1,0,user,statement,50,1,1,none,,,yes I am
105,9_210817,8/21/2017 18:34,1,1,0,nico,,,,,,1,no answer,Lets do it! It will be fun. Press the start teaching button and we can get started.
106,9_210817,8/21/2017 18:34,1,1,0,user,,50,0,1,problem start,,,problem start
107,9_210817,8/21/2017 18:34,1,1,0,nico,,,,,,1,no answer,"I really want to go swimming with my friends, but I need to put some waterproof paint on first. I need help figuring out how much paint to put on my legs and torso. Can you give me a hint for how to figure out the first part, STEP ONE?"
108,9_210817,8/21/2017 18:35,1,1,1,user,,50,0,1,null,,,Triggered Speech 1
109,9_210817,8/21/2017 18:35,1,1,1,nico,,,,,,1,no answer,Why aren't you talking to me? Are you thinking?
110,9_210817,8/21/2017 18:35,1,1,1,user,statement,50,1,1,none,,,yes I am thinking
111,9_210817,8/21/2017 18:35,1,1,1,nico,,,,,,1,no answer,Okay that makes sense.
112,9_210817,8/21/2017 18:35,1,1,1,user,statement,50,1,1,none,,,okay so how I did it is multiplied
113,9_210817,8/21/2017 18:35,1,1,1,nico,,,,,,1,no answer,I'm sorry. I am trying. What do we do?
114,9_210817,8/21/2017 18:36,1,1,1,user,statement,50,1,1,none,,,so the first step would be multiplying 2 by 3 what do you think that is
115,9_210817,8/21/2017 18:36,1,1,1,nico,,,,,,1,no answer,What do we do with the number TWO?
116,9_210817,8/21/2017 18:36,1,1,1,user,statement,50,1,1,none,,,he * 3 3
117,9_210817,8/21/2017 18:36,1,1,1,nico,,,,,,1,no answer,Okay.ay. So that's what we do with the two and then what do we do?
118,9_210817,8/21/2017 18:36,1,1,1,user,statement,50,1,1,none,,,he * 3
119,9_210817,8/21/2017 18:36,1,1,1,nico,,,,,,1,no answer,Okay.ay. So that's what we do with the two and then what do we do?
120,9_210817,8/21/2017 18:37,1,1,1,user,statement,50,1,1,none,,,so are we doing two is * 3 + 2 * 3 would be 6
121,9_210817,8/21/2017 18:37,1,1,1,nico,,,,,,1,no answer,Do we multiply by TWO?
122,9_210817,8/21/2017 18:37,1,1,1,user,statement,50,1,1,none,,,but you can't do it that way or you can't do it either way to * 3 + 3 * 10
123,9_210817,8/21/2017 18:37,1,1,1,nico,,,,,,1,no answer,Okay. I'm going to multiply the two by two to get four. Is four the answer?
124,9_210817,8/21/2017 18:37,1,1,1,user,statement,50,1,1,none,,,closed but it's not
125,9_210817,8/21/2017 18:37,1,1,1,nico,,,,,,1,answering,Cool! So we need four ounces of paint to cover my feet. I will put the answer is four.
126,9_210817,8/21/2017 18:38,1,1,1,user,statement,50,1,33,none,,,okay so the next step is multiplying
127,9_210817,8/21/2017 18:38,1,1,1,nico,,,,,,1,no answer,Is four the answer? the answer?
128,9_210817,8/21/2017 18:38,1,1,1,user,statement,50,1,33,none,,,okay so the next step is multiplying 4 * 3
129,9_210817,8/21/2017 18:38,1,1,1,nico,,,,,,1,no answer,Is four the answer? the answer?
130,9_210817,8/21/2017 18:38,1,1,2,user,,50,0,33,step_1_2,,,
131,9_210817,8/21/2017 18:38,1,1,2,nico,,,,,,1,no answer,Cool! So we need four ounces of paint to cover my feet. I will put the answer is four.
132,9_210817,8/21/2017 18:39,1,1,2,user,,50,0,33,null,,,Triggered Speech 2
133,9_210817,8/21/2017 18:39,1,1,2,nico,,,,,,1,no answer,Why aren't you talking to me? I'm getting tired.
134,9_210817,8/21/2017 18:39,1,1,2,user,statement,50,1,33,none,,,cake stuff for the next step you would also multiplies so you would multiply 6 x 3
135,9_210817,8/21/2017 18:39,1,1,2,nico,,,,,,1,no answer,Ok so we multiply. I'm sorry but what are we multiplying? Two times two?
136,9_210817,8/21/2017 18:40,1,1,2,user,statement,50,1,33,none,,,no we are multiplying 6 x 3 which would be 18
137,9_210817,8/21/2017 18:40,1,1,2,nico,,,,,,1,no answer,Do we divide six by two or by three?
138,9_210817,8/21/2017 18:40,1,1,2,user,statement,50,1,33,none,,,no we are multiplying 6 x 3 which would be 18 so answer is 18
139,9_210817,8/21/2017 18:40,1,1,2,nico,,,,,,1,no answer,Do we divide six by two or by three?
140,9_210817,8/21/2017 18:40,1,1,2,user,statement,50,1,33,none,,,Weider 565
141,9_210817,8/21/2017 18:40,1,1,2,nico,,,,,,1,no answer,Okay that sounds good.
142,9_210817,8/21/2017 18:40,1,1,2,user,statement,50,1,33,none,,,okay so we multiply 6 x 3 which would be 18 so your answer Fitness step would be 18
143,9_210817,8/21/2017 18:40,1,1,2,nico,,,,,,1,no answer,We can use the ratio of six to two here too? Do we look at how many times two goes into six?
144,9_210817,8/21/2017 18:41,1,1,2,user,statement,50,1,33,none,,,we can like how many times three cousin VI
145,9_210817,8/21/2017 18:41,1,1,2,nico,,,,,,1,no answer,Oh okay. So two goes into six three times. How do we figure out how big my torso is?
146,9_210817,8/21/2017 18:41,1,1,2,user,statement,50,1,33,none,,,so we figure it out by doing six times 3 which would be taking 6 3 times so basically 6 + 6 + 6
147,9_210817,8/21/2017 18:41,1,1,2,nico,,,,,,1,no answer,Figure it out? But I don't know how.
148,9_210817,8/21/2017 18:41,1,1,2,user,statement,50,1,33,none,,,so we figure it out by doing six times
149,9_210817,8/21/2017 18:41,1,1,2,nico,,,,,,1,no answer,Figure it out? But I don't know how.
150,9_210817,8/21/2017 18:41,1,1,2,user,statement,50,1,33,none,,,okay so you would multiply 6 times 3 which is basically 6 + 6 + 6 + 6 + 6 + 6 or 6 times three would be 18 the answer is 18 for the steps
151,9_210817,8/21/2017 18:41,1,1,2,nico,,,,,,1,no answer,We can use the ratio of six to two here too? Do we look at how many times two goes into six?
152,9_210817,8/21/2017 18:42,1,2,2,user,,50,0,33,problem_1_2,,,
153,9_210817,8/21/2017 18:42,1,2,2,nico,,,,,,1,no answer,Sweet! So that means my torso has a surface area of eighteen inches. I will put the answer is eighteen.
154,9_210817,8/21/2017 18:42,1,2,1,user,statement,50,1,1,none,,,okay so this one is the same as the last one except for doing different numbers sort of bed still * 3
155,9_210817,8/21/2017 18:42,1,2,1,nico,,,,,,1,no answer,So I'm actually not sure what you mean.ext?
156,9_210817,8/21/2017 18:42,1,2,1,user,statement,50,1,1,none,,,okay so this one is the same as the last one except for doing different numbers sort of
157,9_210817,8/21/2017 18:42,1,2,1,nico,,,,,,1,no answer,So I'm actually not sure what you mean.ext?
158,9_210817,8/21/2017 18:43,1,2,1,user,statement,50,1,1,none,,,okay Sofia the First Step you would do 1 times 3 which is one taken three times so it's one plus one plus one basically
159,9_210817,8/21/2017 18:43,1,2,1,nico,,,,,,1,no answer,Sweet! So that means my torso has a surface area of eighteen inches. I will put the answer is eighteen.
160,9_210817,8/21/2017 18:43,1,2,1,user,statement,50,1,1,none,,,okay Sofia the First Step you would do 1 times 3 which is one taken three times so it's one plus one plus one basically answer would be 3 x 3
161,9_210817,8/21/2017 18:43,1,2,1,nico,,,,,,1,answering,Sweet! So that means my torso has a surface area of eighteen inches. I will put the answer is eighteen.
162,9_210817,8/21/2017 18:44,1,2,1,user,statement,50,1,33,none,,,okay so now we're going to do how much paint you need on your arms so first you would do 1 * 3 which is
163,9_210817,8/21/2017 18:44,1,2,1,nico,,,,,,1,no answer,Did you say ONE is the answer?
164,9_210817,8/21/2017 18:44,1,2,1,user,statement,50,1,33,none,,,okay so now we're going to do how much paint you need on your arms so first you would do 1 * 3 which is basically one plus one plus one cuz it's one Taken 3 times so dancing for your arms would be 3
165,9_210817,8/21/2017 18:44,1,2,1,nico,,,,,,1,no answer,Did you say ONE is the answer?
166,9_210817,8/21/2017 18:44,1,2,1,user,statement,50,1,33,none,,,no I did not I said that the answer was 3
167,9_210817,8/21/2017 18:44,1,2,1,nico,,,,,,1,no answer,Half of six is three.Half of two is one. Are you sure one isn't the answer?
168,9_210817,8/21/2017 18:44,1,2,1,user,statement,50,1,33,none,,,the way you are right it is one your answer is one
169,9_210817,8/21/2017 18:44,1,2,1,nico,,,,,,1,no answer,Did you say ONE is the answer?
170,9_210817,8/21/2017 18:44,1,2,1,user,statement,50,1,33,none,,,yes I did
171,9_210817,8/21/2017 18:44,1,2,1,nico,,,,,,1,answering,Cool! So I only need one ounce of paint for my arms. I will put the answer is ONE.
172,9_210817,8/21/2017 18:45,1,2,1,user,statement,50,1,33,none,,,the next we're going to do your head sancy other ones but different number so you would do 3 * 3 * 3 which is 3 Taken 3 times which is 3 + 3 + 3 which would be 9
173,9_210817,8/21/2017 18:45,1,2,1,nico,,,,,,1,no answer,What do we do with the number three?
174,9_210817,8/21/2017 18:45,1,2,1,user,statement,50,1,33,none,,,what you would do with the number 3 is multiplied by itself so witty 3 x 3 which is very close to 1 or mean 2 3 + 3 + 3 + 3 + 3 + 3 or 3 * 9 3 * 349 so your answer is 9
175,9_210817,8/21/2017 18:45,1,2,1,nico,,,,,,1,no answer,So three times more than three would be nine. So the answer is nine?e. Right?
176,9_210817,8/21/2017 18:45,1,2,1,user,statement,50,1,33,none,,,what you would do with the number 3 is multiplied by itself so witty 3 x 3 which is
177,9_210817,8/21/2017 18:45,1,2,1,nico,,,,,,1,no answer,So three times more than three would be nine. So the answer is nine?e. Right?
178,9_210817,8/21/2017 18:46,1,2,1,user,statement,50,1,33,none,,,yes it answer would be nice
179,9_210817,8/21/2017 18:46,1,2,1,nico,,,,,,1,answering,Okay great! So my head has a surface area of nine inches. I will put the answer is nine.
180,9_210817,8/21/2017 18:46,1,2,2,user,,50,0,33,step_1_2,,,
181,9_210817,8/21/2017 18:46,1,2,2,nico,,,,,,1,no answer,Can you give me a hint for STEP TWO OF PROBLEM TWO?
182,9_210817,8/21/2017 18:47,1,2,2,user,statement,50,1,33,none,,,okay so for Step 2 you would have to cover your head in the volume of things so it's like the same but the other ones so will be three times 3 which is basically free and three 3 + 3 + 3 which is 9
183,9_210817,8/21/2017 18:47,1,2,2,nico,,,,,,1,no answer,So what do we do with the two? Aren't the three and the one on step two more important??
184,9_210817,8/21/2017 18:47,1,2,2,user,statement,50,1,33,none,,,okay so for Step 2 you would have to cover your head in the volume of things so it's like the same but the other ones so will be three times 3 which is basically free and three 3 + 3 + 3 which is 9
185,9_210817,8/21/2017 18:47,1,2,2,nico,,,,,,1,no answer,So what do we do with the two? Aren't the three and the one on step two more important??
186,9_210817,8/21/2017 18:47,1,2,2,user,statement,50,1,33,none,,,okay so you would multiply the 3 10-3 so it's 3 Taken 3 * 3 + 3 + 3 which would be in cigarettes it would be nice
187,9_210817,8/21/2017 18:47,1,2,2,nico,,,,,,1,no answer,What do we multiply three by? Do you mean we multiply three by three?
188,9_210817,8/21/2017 18:47,1,2,2,user,statement,50,1,33,none,,,yes
189,9_210817,8/21/2017 18:47,1,2,2,nico,,,,,,1,no answer,I'm still learning ratios but you seem like a really cool tutor.
190,9_210817,8/21/2017 18:48,1,2,2,user,statement,50,1,33,none,,,okay Niko so your answer would be 9
191,9_210817,8/21/2017 18:48,1,2,2,nico,,,,,,1,no answer,Sweet! So the answer is nine?surface area of nine inches. I will put the answer is nine.
192,9_210817,8/21/2017 18:48,1,2,2,user,statement,50,1,33,none,,,okay Niko so your answer would be 9 wait
193,9_210817,8/21/2017 18:48,1,2,2,nico,,,,,,1,answering,Sweet! So the answer is nine?surface area of nine inches. I will put the answer is nine.
194,9_210817,8/21/2017 18:48,1,3,2,user,,50,0,49,problem_2_3,,,
195,9_210817,8/21/2017 18:48,1,3,2,nico,,,,,,1,no answer,Okay great! So my head has a surface area of nine inches. I will put the answer is nine.
196,9_210817,8/21/2017 18:49,1,3,1,user,,50,0,1,null,,,Triggered Speech 3
197,9_210817,8/21/2017 18:49,1,3,1,nico,,,,,,1,no answer,"If you aren't going to talk to me, I think I'm going to go to sleep."
198,9_210817,8/21/2017 18:50,1,3,1,user,,50,0,1,null,,,Triggered Speech 4
199,9_210817,8/21/2017 18:50,1,3,1,nico,,,,,,1,no answer,Okay I'm going to take a nap now.
200,9_210817,8/21/2017 18:52,1,3,1,user,,50,0,1,null,,,Triggered Speech 5
201,9_210817,8/21/2017 18:52,1,3,1,nico,,,,,,1,no answer,I'm still learning ratios but you seem like a really cool tutor.
202,10_040917,9/4/2017 13:20,1,1,0,user,,50,0,1,hello nico start,,,HELLO FIRST TIME
203,10_040917,9/4/2017 13:20,1,1,0,nico,,,,,,1,no answer,Hi! My name is Nico. What is your name?
204,10_040917,9/4/2017 13:20,1,1,0,user,statement,50,1,1,none,,,Mark Wiens
205,10_040917,9/4/2017 13:20,1,1,0,nico,,,,,,1,no answer,Nice to meet you! Are you ready to get started?
206,10_040917,9/4/2017 13:20,1,1,0,user,,50,0,1,problem start,,,problem start
207,10_040917,9/4/2017 13:20,1,1,0,nico,,,,,,1,no answer,"I really want to go swimming with my friends, but I need to put some waterproof paint on first. I need help figuring out how much paint to put on my legs and torso. Can you give me a hint for how to figure out the first part, STEP ONE?"
208,10_040917,9/4/2017 13:21,1,1,1,user,,50,0,1,null,,,Triggered Speech 1
209,10_040917,9/4/2017 13:21,1,1,1,nico,,,,,,1,no answer,Why aren't you talking to me? Are you thinking?
210,10_040917,9/4/2017 13:22,1,1,1,user,statement,50,1,1,none,,,yes
211,10_040917,9/4/2017 13:22,1,1,1,nico,,,,,,1,no answer,So I'm a bit like an older person with hard hearing. Can you say that again?
212,10_040917,9/4/2017 13:22,1,1,1,user,statement,50,1,1,none,,,yes
213,10_040917,9/4/2017 13:22,1,1,1,nico,,,,,,1,no answer,Ah ha. Okay.
214,10_040917,9/4/2017 13:23,1,1,1,user,statement,50,1,1,none,,,so you know how much it takes for your feet but your legs are twice as big so it you know it takes two
215,10_040917,9/4/2017 13:23,1,1,1,nico,,,,,,1,no answer,"Okay. To figure out how much paint I need for my legs, I look at how much paint I need for my feet?"
216,10_040917,9/4/2017 13:23,1,1,1,user,statement,50,1,1,none,,,yes and then you multiply it by 2
217,10_040917,9/4/2017 13:23,1,1,1,nico,,,,,,1,no answer,Oh okay. We multiply! We multiply two times two?
218,10_040917,9/4/2017 13:23,1,1,1,user,statement,50,1,1,none,,,yes
219,10_040917,9/4/2017 13:23,1,1,1,nico,,,,,,1,no answer,So that's four. Then we have the answer is four?
220,10_040917,9/4/2017 13:23,1,1,1,user,statement,50,1,1,none,,,yes
221,10_040917,9/4/2017 13:23,1,1,1,nico,,,,,,1,answering,Cool! So we need four ounces of paint to cover my feet. I will put the answer is four.
222,10_040917,9/4/2017 13:23,1,1,2,user,,50,0,1,step_1_2,,,
223,10_040917,9/4/2017 13:23,1,1,2,nico,,,,,,1,no answer,I'm not sure what to do here on STEP TWO.
224,10_040917,9/4/2017 13:25,1,1,2,user,,50,0,1,null,,,Triggered Speech 2
225,10_040917,9/4/2017 13:25,1,1,2,nico,,,,,,1,no answer,Why aren't you talking to me? I'm getting tired.
226,10_040917,9/4/2017 13:25,1,1,2,user,statement,50,1,1,none,,,I'm thinking
227,10_040917,9/4/2017 13:25,1,1,2,nico,,,,,,1,no answer,So I'm a bit like an older person with hard hearing. Can you say that again?
228,10_040917,9/4/2017 13:25,1,1,2,user,statement,50,1,1,none,,,I'm thinking
229,10_040917,9/4/2017 13:25,1,1,2,nico,,,,,,1,no answer,Cool.
230,10_040917,9/4/2017 13:26,1,1,2,user,statement,50,1,1,none,,,so you know it takes 6 oz of paint to cover your torso but you know that also every time that you had two more ounces it is six more so
231,10_040917,9/4/2017 13:26,1,1,2,nico,,,,,,1,no answer,We can use the ratio of six to two here too? Do we look at how many times two goes into six?
232,10_040917,9/4/2017 13:26,1,1,2,user,statement,50,1,1,none,,,so you know it takes 6 oz of paint to cover your torso but you know that also every time that you had two more ounces it is six more so what is 12 + 6
