1468,nlubold,8/8/17 18:58,1,1,2,statement,50,1,33,none,1,you're going to * 3
1469,nlubold,8/8/17 18:58,1,1,2,statement,50,1,33,none,1,we are going to x 3
1470,nlubold,8/8/17 18:59,1,1,2,statement,50,1,33,none,1,so the reason we're going to be multiplying by 3 4 6 is because two times 3 equals 6 and that's that's the answer for fluid ounces and then to find the square inches of your torso in a multiply three because that's how much we would multiply because 4 * 3 + 12 * 3 + 606 * 3 equals what
1471,nlubold,8/8/17 18:59,1,1,2,statement,50,1,33,none,1,no
1472,nlubold,8/8/17 18:59,1,1,2,statement,50,1,33,none,1,we do not divide 6
1473,nlubold,8/8/17 18:59,1,2,2,,50,0,49,problem_1_2,1,
1474,nlubold,8/8/17 19:01,1,2,1,statement,50,1,1,none,1,okay me go for this
1475,nlubold,8/8/17 19:01,1,2,1,statement,50,1,1,none,1,Sonoco for this problem we're going to be doing 6 since we got three for your three squared inches for your arms we're going to divide 6 by 6 by 2 and divide that by 2 and then we going to get we're going to get 3
1476,nlubold,8/8/17 19:01,1,2,1,statement,50,1,1,none,1,we divided by 2
1477,nlubold,8/8/17 19:01,1,2,1,statement,50,1,1,none,1,divided by 2
1478,nlubold,8/8/17 19:01,1,2,1,statement,50,1,1,none,1,we are going to divide the number two by two
1479,nlubold,8/8/17 19:02,1,2,1,statement,50,1,1,none,1,we are going to divide 2 by 2 which is going to give us what answer
1480,nlubold,8/8/17 19:02,1,2,1,statement,50,1,1,none,1,we're going to ride number the number 2 with
1481,nlubold,8/8/17 19:02,1,2,1,statement,50,1,1,none,1,we are going to divide the number two by two
1482,nlubold,8/8/17 19:02,1,2,1,statement,50,1,1,none,1,yes
1483,nlubold,8/8/17 19:02,1,2,1,statement,50,1,1,none,1,so that is the answer
1484,nlubold,8/8/17 19:03,1,2,1,statement,50,1,1,none,1,yes Neko
1485,nlubold,8/8/17 19:03,1,2,1,statement,50,1,33,none,1,good job
1486,nlubold,8/8/17 19:03,1,2,1,statement,50,1,33,none,1,okay time for the next step
1487,nlubold,8/8/17 19:03,1,2,2,,50,0,33,step_1_2,1,
1488,nlubold,8/8/17 19:03,1,2,2,statement,50,1,33,none,1,Sonoco how we found the 3 fluid ounces of paint we put on your head
1489,nlubold,8/8/17 19:04,1,2,2,statement,50,1,33,none,1,see you're going to multiply that by 3
1490,nlubold,8/8/17 19:04,1,2,2,statement,50,1,33,none,1,yes
1491,nlubold,8/8/17 19:04,1,2,2,statement,50,1,33,none,1,yes we multiply 3 by 3
1492,nlubold,8/8/17 19:04,1,2,2,statement,50,1,33,none,1,yes good job
1493,nlubold,8/8/17 19:04,1,2,2,statement,50,1,49,none,1,great job Nico
1494,nlubold,8/8/17 19:04,1,3,2,,50,0,49,problem_2_3,1,
1495,nlubold,8/8/17 19:05,1,3,1,statement,50,1,1,none,1,yes
1496,nlubold,8/8/17 19:05,1,3,1,statement,50,1,1,none,1,Sonoco what is 1 times 25
1497,nlubold,8/8/17 19:05,1,3,1,statement,50,1,1,none,1,so Niko since you drove 6
1498,nlubold,8/8/17 19:06,1,3,1,statement,50,1,1,none,1,so since you drove 60 miles in 2.5 hours
1499,nlubold,8/8/17 19:06,1,3,1,statement,50,1,1,none,1,so 1 times what equals 2.5
1500,nlubold,8/8/17 19:06,1,3,1,statement,50,1,1,none,1,we multiply 1 x 2.5
1501,nlubold,8/8/17 19:06,1,3,1,statement,50,1,1,none,1,we are going to multiply 1 x 2.5
1502,nlubold,8/8/17 19:06,1,3,1,statement,50,1,1,none,1,we multiply 1
1503,nlubold,8/8/17 19:07,1,3,1,statement,50,1,1,none,1,well since $0.01 1 * 2.5 is 2.5 and we have 60 miles you drove in 1 hour what we were going to multiply 60 x 2.5
1504,nlubold,8/8/17 19:07,1,3,1,statement,50,1,1,none,1,yes
1505,nlubold,8/8/17 19:07,1,3,1,statement,50,1,33,none,1,good job
1506,nlubold,8/8/17 19:07,1,3,2,,50,0,33,step_1_2,1,
1507,nlubold,8/8/17 19:08,1,3,2,statement,50,1,33,none,1,so 150 times 2 which was your mileage at 2.5 hours
1508,nlubold,8/8/17 19:08,1,3,2,statement,50,1,33,none,1,4 first step is multiplying 150 x 2 because that's how we going to get
1509,nlubold,8/8/17 19:09,1,3,2,statement,50,1,33,none,1,is 450 * 2 equals 300 then 2.5 * 2 equals what
1510,nlubold,8/8/17 19:09,1,3,2,statement,50,1,33,none,1,we are going to multiply 2.5 x 2 because that is the same number we multiplied your miles which
1511,nlubold,8/8/17 19:09,1,3,2,statement,50,1,33,none,1,we multiply 2.5 x 2
1512,nlubold,8/8/17 19:09,1,3,2,statement,50,1,33,none,1,yes
1513,nlubold,8/8/17 19:10,1,3,2,statement,50,1,33,none,1,yes
1514,nlubold,8/8/17 19:10,1,3,2,statement,50,1,33,none,1,Bijan Nika
1515,nlubold,8/8/17 19:10,1,3,2,statement,50,1,33,none,1,great job Nico
1516,nlubold,8/8/17 19:10,1,3,3,,50,0,33,step_2_3,1,
1517,nlubold,8/8/17 19:11,1,3,3,statement,50,1,33,none,1,Sonoco if 1 x 7
1518,nlubold,8/8/17 19:11,1,3,3,statement,50,1,33,none,1,we multiply it by 1
1519,nlubold,8/8/17 19:11,1,3,3,statement,50,1,33,none,1,yes
1520,nlubold,8/8/17 19:11,1,3,3,statement,50,1,33,none,1,yes
1521,nlubold,8/8/17 19:11,1,3,3,statement,50,1,41,none,1,great job Nico
