596,210717-2,7/21/17 10:41,1,1,1,1,1,no answer,I like a good challenge. What do we do next?
597,210717-2,7/21/17 10:41,1,1,1,1,1,no answer,Do we divide by six?
598,210717-2,7/21/17 10:41,1,1,1,1,1,no answer,Oh. Do you think you can explain more?
599,210717-2,7/21/17 10:42,1,1,2,1,1,no answer,Can you give me a hint on STEP TWO?
600,210717-2,7/21/17 10:43,1,1,1,1,1,no answer,I like to listen and learn. Can you explain more?
601,210717-2,7/21/17 10:43,1,1,2,1,1,no answer,I like a good challenge. What do we do next?
602,210717-2,7/21/17 10:43,1,1,3,1,1,no answer,"So for STEP THREE, I may be getting this but can you give me another hint?"
603,210717-2,7/21/17 10:43,1,1,4,1,1,no answer,I tend to meander a bit. Can you repeat that?
604,210717-2,7/21/17 10:43,1,1,5,1,1,no answer,I like to listen and learn. Can you explain more?
605,210717-2,7/21/17 10:43,1,1,6,1,1,no answer,I'm actually not sure what you said. Try saying it again but differently?
803,020817-3,8/2/17 18:44,1,1,0,1,1,no answer,Hi! My name is Nico. What is your name?
804,020817-3,8/2/17 18:44,1,1,0,1,1,no answer,Why aren't you talking to me? Are you thinking?
805,020817-3,8/2/17 18:45,1,1,0,1,1,no answer,I'm still learning ratios. Maybe you can explain more?
806,020817-3,8/2/17 18:45,1,1,0,1,1,no answer,"I really want to go swimming with my friends, but I need to put some waterproof paint on first. I need help figuring out how much paint to put on my legs and torso. Can you give me a hint for how to figure out the first part, STEP ONE?"
807,020817-3,8/2/17 18:46,1,1,1,1,1,no answer,Why aren't you talking to me? I'm getting tired.
808,020817-3,8/2/17 18:46,1,1,1,1,1,no answer,I tend to meander a bit. Can you repeat that?
809,020817-3,8/2/17 18:46,1,1,1,1,1,no answer,I like a good challenge. What do we do next?
810,020817-3,8/2/17 18:50,1,1,1,1,1,no answer,Do we divide by six?
811,020817-3,8/2/17 18:51,1,1,1,1,1,no answer,Oh okay. So that's what we do with the six and then what do we do?
812,020817-3,8/2/17 18:51,1,1,1,1,1,no answer,What do we do with the number six?
813,020817-3,8/2/17 18:52,1,1,1,1,1,no answer,Oh okay. So have of twelve is six. Do we do something like that with the two?
814,020817-3,8/2/17 18:52,1,1,1,1,1,no answer,I'm sorry. I am trying. What do we do?
815,020817-3,8/2/17 18:53,1,1,1,1,1,no answer,I may be a robot but I do try hard. Can you explain more?
816,020817-3,8/2/17 19:04,1,1,2,1,1,no answer,Can you give me a hint for STEP TWO?
817,020817-3,8/2/17 19:04,1,2,2,1,1,no answer,So I think it is not enough to just go in up to my hips. Can you help me figure out what waterproof paint I need to cover my arms and head too? I'm looking at STEP ONE OF PROBLEM TWO and I'm not sure what to do.
818,020817-3,8/2/17 19:06,1,2,1,1,1,no answer,What do we do with the number six?
819,020817-3,8/2/17 19:06,1,2,1,1,1,no answer,Oh okay. So six divided by two is three. So then. We divide two by two?
820,020817-3,8/2/17 19:07,1,2,1,1,1,no answer,Six divided by two is three. And then two divided by two is one.
821,020817-3,8/2/17 19:07,1,2,1,1,1,no answer,Is one the answer?
822,020817-3,8/2/17 19:07,1,2,1,1,1,answering,I will put the answer is one.
823,020817-3,8/2/17 19:07,1,2,2,1,33,no answer,I'm not sure what to do here on STEP TWO OF PROBLEM TWO.
824,020817-3,8/2/17 19:08,1,2,2,1,33,no answer,What do we do with the number three?
825,020817-3,8/2/17 19:08,1,2,2,1,33,no answer,Oh okay. So that's what we do with the three and then what do we do?
826,020817-3,8/2/17 19:08,1,2,2,1,33,no answer,I like to listen and learn. Can you explain more?
827,020817-3,8/2/17 19:08,1,2,2,1,33,no answer,Do we multiply by three?
828,020817-3,8/2/17 19:09,1,2,2,1,33,no answer,What do we multiply three by? Do you mean we multiply three by three?
829,020817-3,8/2/17 19:09,1,2,2,1,33,no answer,I like to listen and learn. Can you explain more?
830,020817-3,8/2/17 19:10,1,3,2,1,33,no answer,Thank you so much for helping me figure out how to make myself waterproof! But now I need help figuring out how to get to the beach! Can you help me figure out where I should be stopping on MY WAY THERE?
831,020817-3,8/2/17 19:10,1,3,1,1,1,no answer,Two point five times ONE is two point five. But how do we figure out the answer?
832,020817-3,8/2/17 19:11,1,3,1,1,1,no answer,I'm sorry. I am trying. What do we do?
833,020817-3,8/2/17 19:11,1,3,1,1,1,no answer,That sounds good. Then what do we do?
834,020817-3,8/2/17 19:12,1,3,1,1,1,no answer,I'm sorry. I am trying. What do we do?
835,020817-3,8/2/17 19:12,1,3,1,1,1,no answer,I'm actually not sure what you said. Try saying it again but differently?
836,020817-3,8/2/17 19:13,1,3,1,1,1,no answer,I'm sorry. I am trying. What do we do?
837,020817-3,8/2/17 19:13,1,3,2,1,1,no answer,I'm really not sure what to do on STEP TWO OF THIS THIRD PROBLEM.
